recipe_id,recipe_name,cuisine,category,cooking_method,difficulty,prep_time_minutes,cook_time_minutes,total_time_minutes,servings,spice_level,meal_type,is_vegetarian,is_vegan,is_gluten_free,is_halal,rating,review_count,calories_per_serving,estimated_cost_usd,date_added,is_traditional,is_festival_special,ingredients_list,ingredient_count
RCP07177,Hilsa Fish Curry,Bangladeshi,Rice Dishes,Boiled,Easy,51,93,144,5,Very Hot,Dinner,False,True,False,True,3.6,2111,767,7.99,2025-02-05,True,False,"Onion (1 medium), Garlic (8 cloves), Salt (to taste), Beef (441g), Bay Leaf (1 tsp)",5
RCP07178,Pitha,Bangladeshi,Rice Dishes,Pressure-cooked,Medium,41,90,131,2,Hot,Snack,False,False,False,True,4.0,615,345,9.15,2024-08-15,False,False,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Beef (727g), Sugar (1 tbsp), Lemon Juice (4 tbsp), Lentils (Dal) (3 tbsp), Coriander (2 tsp), Fresh Coriander (2 tbsp), Tamarind Paste (3 tbsp), Cumin (2 tsp), Beef (4 tbsp), Cardamom (2 tsp), Basmati Rice (276 g)",14
RCP07179,Bangladeshi Rice Dishes Special 81,Bangladeshi,Rice Dishes,Baked,Medium,25,36,61,7,Medium,Lunch,False,False,True,True,3.9,347,318,20.05,2024-11-18,True,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Tofu (703g), Chicken (4 tbsp), Fish (1 tbsp), Vinegar (4 tbsp), Curry Leaves (4 tbsp), Cauliflower (1 medium), Tomato (1 medium)",10
RCP07180,Kacchi Biryani,Bangladeshi,Rice Dishes,Steamed,Medium,53,88,141,3,Hot,Dinner,True,False,False,True,3.6,3524,628,19.61,2025-04-13,False,False,"Onion (1 medium), Garlic (8 cloves), Salt (to taste), Eggs (249g), Mustard Seeds (4 tbsp), Tamarind Paste (1 tbsp), Coriander (1 tsp), Chickpea Flour (316 g), Beef (4 tbsp), Wheat Flour (454 g)",10
RCP07181,Bangladeshi Rice Dishes Special 83,Bangladeshi,Rice Dishes,Roasted,Easy,43,89,132,3,Medium,Breakfast,True,False,False,True,4.4,4045,416,10.57,2024-12-28,False,False,"Onion (3 medium), Garlic (8 cloves), Salt (to taste), Lentils (Dal) (409g), Curry Leaves (1 tbsp), Shrimp (4 tbsp)",6
RCP07182,Kacchi Biryani,Bangladeshi,Rice Dishes,Baked,Easy,54,20,74,6,Mild,Dinner,False,False,False,True,4.7,645,339,8.84,2024-07-22,True,False,"Onion (1 medium), Garlic (8 cloves), Salt (to taste), Mutton (971g), Tamarind Paste (2 tbsp), Chickpeas (1 tbsp), Fresh Coriander (1 tbsp)",7
RCP07183,Mishti Doi,Bangladeshi,Rice Dishes,Pressure-cooked,Hard,55,91,146,5,Very Hot,Beverage,False,False,False,True,4.5,2748,593,10.16,2025-12-21,True,False,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Tofu (533g), Spinach (2 medium), Water (3 tbsp), Cloves (1 tsp), Potato (1 medium), Mint Leaves (2 tbsp), Sugar (3 tbsp), Fenugreek Leaves (1 tbsp), Sugar (1 tbsp), All-Purpose Flour (213 g), Onion (1 medium), Fresh Coriander (4 tbsp), Milk (462 ml), Paneer (2 tbsp), Beef (2 tbsp)",18
RCP07184,Bangladeshi Rice Dishes Special 86,Bangladeshi,Rice Dishes,Baked,Medium,59,112,171,5,Medium,Dinner,False,False,False,True,3.5,1636,660,11.93,2026-01-13,True,False,"Onion (3 medium), Garlic (9 cloves), Salt (to taste), Fish (954g), Raisins (3 tbsp), Ginger (1 medium), Black Pepper (2 tsp), Curry Leaves (3 tbsp)",8
RCP07185,Shorshe Ilish,Bangladeshi,Rice Dishes,Pressure-cooked,Easy,50,93,143,5,Hot,Snack,True,False,False,True,4.2,1029,710,9.24,2025-06-12,False,False,"Onion (2 medium), Garlic (4 cloves), Salt (to taste), Eggs (486g), Turmeric (1 tsp), Garlic (1 medium), Mint Leaves (2 tbsp)",7
RCP07186,Mishti Doi,Bangladeshi,Rice Dishes,Fried,Medium,28,102,130,6,Very Hot,Breakfast,True,False,False,True,4.3,3538,658,8.65,2025-02-17,False,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Eggs (210g), Almonds (2 tbsp), Fenugreek Leaves (4 tbsp), Coriander (1 tsp), Chickpea Flour (244 g), Cardamom (1 tsp), Ghee (416 ml), Cardamom (1 tsp), Vinegar (2 tbsp), Lemon Juice (3 tbsp), Cream (160 ml)",14
RCP07187,Shorshe Ilish,Bangladeshi,Rice Dishes,Slow-cooked,Medium,35,64,99,2,Hot,Dessert,False,False,False,True,4.6,634,324,6.87,2023-10-09,False,False,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Mutton (614g), Basmati Rice (353 g), Tofu (1 tbsp), Semolina (390 g), Milk (475 ml), Paneer (328 ml), Red Chili Powder (1 tsp), Coconut Milk (1 tbsp), Raisins (1 tbsp)",12
RCP07188,Mishti Doi,Bangladeshi,Rice Dishes,Pressure-cooked,Easy,16,131,147,3,Hot,Snack,False,False,False,True,3.8,4907,222,23.94,2025-05-07,False,True,"Onion (3 medium), Garlic (4 cloves), Salt (to taste), Paneer (370g), Sesame Seeds (4 tbsp), Basmati Rice (249 g)",6
RCP07189,Bangladeshi Rice Dishes Special 91,Bangladeshi,Rice Dishes,Baked,Hard,53,155,208,7,Very Hot,Snack,True,False,False,True,3.5,945,272,10.46,2025-08-03,False,False,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Lentils (Dal) (326g), Fresh Coriander (1 tbsp), Vinegar (1 tbsp), Garam Masala (1 tsp), Almonds (2 tbsp), Chickpea Flour (373 g), Wheat Flour (261 g), Fish (1 tbsp), Mustard Seeds (3 tbsp), Fenugreek Leaves (3 tbsp), Water (1 tbsp), Yogurt (416 ml)",15
RCP07190,Chomchom,Bangladeshi,Rice Dishes,Fried,Hard,46,163,209,2,Medium,Dinner,False,False,False,True,4.0,1314,786,22.41,2024-11-02,True,False,"Onion (3 medium), Garlic (3 cloves), Salt (to taste), Mutton (592g), Fresh Coriander (3 tbsp), Wheat Flour (215 g), Water (2 tbsp), Carrot (2 medium), Mutton (3 tbsp), Bay Leaf (1 tsp), Cardamom (1 tsp), Fish (2 tbsp), Black Pepper (2 tsp)",13
RCP07191,Pitha,Bangladeshi,Rice Dishes,Grilled,Medium,28,154,182,2,Hot,Dessert,False,True,False,True,3.7,537,462,8.5,2024-11-06,True,False,"Onion (2 medium), Garlic (9 cloves), Salt (to taste), Beef (976g), Carrot (2 medium), Almonds (4 tbsp), All-Purpose Flour (379 g), Bay Leaf (1 tsp), Cream (357 ml), Milk (121 ml), Sugar (4 tbsp), Coriander (1 tsp), Bell Pepper (1 medium), Oil (3 tbsp)",14
RCP07192,Mishti Doi,Bangladeshi,Rice Dishes,Baked,Easy,37,84,121,6,Medium,Dessert,False,False,False,True,3.6,2166,238,18.86,2024-07-20,False,False,"Onion (3 medium), Garlic (3 cloves), Salt (to taste), Paneer (492g), Salt (4 tbsp), Yogurt (240 ml), Cumin (2 tsp), Cashews (2 tbsp), Curry Leaves (4 tbsp)",9
RCP07193,Chomchom,Bangladeshi,Rice Dishes,Grilled,Medium,16,67,83,7,Mild,Dinner,True,False,False,True,5.0,2652,756,20.82,2026-01-01,True,False,"Onion (1 medium), Garlic (5 cloves), Salt (to taste), Eggs (454g), Curry Leaves (4 tbsp), Tomato (2 medium), Water (2 tbsp), Wheat Flour (410 g), Mustard Seeds (1 tbsp), Sesame Seeds (2 tbsp), Fenugreek Leaves (1 tbsp), Cauliflower (2 medium), Yogurt (394 ml)",13
RCP07194,Bangladeshi Rice Dishes Special 96,Bangladeshi,Rice Dishes,Slow-cooked,Medium,20,117,137,7,Medium,Beverage,False,False,False,True,3.7,2095,756,7.3,2025-09-18,False,False,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Beef (433g), Cashews (2 tbsp), Cloves (2 tsp), All-Purpose Flour (361 g), Sugar (4 tbsp), Yogurt (130 ml), Water (3 tbsp), Cinnamon (1 tsp), Eggs (1 tbsp), Cloves (2 tsp), Cream (365 ml)",14
RCP07195,Bhuna Khichuri,Bangladeshi,Rice Dishes,Steamed,Medium,17,32,49,7,Hot,Breakfast,True,False,False,True,4.9,1073,534,11.61,2025-04-24,True,False,"Onion (3 medium), Garlic (9 cloves), Salt (to taste), Chickpeas (206g), Chicken (4 tbsp), Fenugreek Leaves (1 tbsp), Butter (135 ml), Tofu (1 tbsp), Mint Leaves (1 tbsp), Green Chili (1 medium), Lemon Juice (1 tbsp), Cashews (4 tbsp)",12
RCP07196,Kacchi Biryani,Bangladeshi,Rice Dishes,Roasted,Easy,26,15,41,6,Medium,Lunch,False,False,False,True,4.0,482,402,16.47,2025-03-09,True,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Beef (854g), Mutton (2 tbsp), All-Purpose Flour (202 g), Vinegar (3 tbsp)",7
RCP07197,Rezala,Bangladeshi,Rice Dishes,Pressure-cooked,Hard,37,52,89,5,Mild,Snack,False,False,False,True,3.6,4731,169,21.15,2023-03-25,True,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Tofu (737g), Semolina (397 g), Basmati Rice (404 g), Mint Leaves (3 tbsp), Paneer (333 ml), Onion (2 medium), Potato (2 medium), Milk (482 ml), Turmeric (2 tsp), Fenugreek Leaves (1 tbsp), Paneer (4 tbsp)",14
RCP07198,Kacchi Biryani,Bangladeshi,Rice Dishes,Baked,Hard,22,78,100,4,Medium,Dinner,False,False,False,True,4.8,4421,226,10.19,2023-09-28,True,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Shrimp (792g), Yogurt (137 ml), All-Purpose Flour (264 g), Butter (392 ml), Paneer (285 ml), Coconut Milk (3 tbsp), Fish (2 tbsp), Onion (2 medium), Cashews (1 tbsp), Paneer (397 ml), Mint Leaves (2 tbsp)",14
RCP07199,Shorshe Ilish,Bangladeshi,Rice Dishes,Slow-cooked,Medium,25,41,66,3,Hot,Breakfast,False,False,False,True,3.8,455,671,17.13,2023-07-29,False,False,"Onion (2 medium), Garlic (8 cloves), Salt (to taste), Paneer (591g), Almonds (2 tbsp), Paneer (216 ml), Tomato (1 medium), Fresh Coriander (2 tbsp), Butter (127 ml)",9
RCP07200,Bangladeshi Rice Dishes Special 102,Bangladeshi,Rice Dishes,Slow-cooked,Medium,23,19,42,2,Medium,Beverage,True,False,False,True,4.7,1985,698,3.62,2024-08-28,True,False,"Onion (2 medium), Garlic (9 cloves), Salt (to taste), Lentils (Dal) (340g), Semolina (260 g), Yogurt (105 ml), Sesame Seeds (4 tbsp), Green Chili (1 medium), Semolina (343 g), Garlic (1 medium)",10
RCP07201,Bhuna Khichuri,Bangladeshi,Rice Dishes,Fried,Easy,12,149,161,5,Medium,Beverage,False,False,False,True,3.7,3084,472,9.71,2025-01-13,True,False,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Mutton (787g), Fenugreek Leaves (1 tbsp), Wheat Flour (422 g), Bell Pepper (2 medium), Semolina (461 g)",8
RCP07202,Bangladeshi Rice Dishes Special 104,Bangladeshi,Rice Dishes,Slow-cooked,Easy,23,121,144,3,Medium,Snack,False,False,True,True,3.8,1102,357,8.12,2025-10-04,True,False,"Onion (3 medium), Garlic (9 cloves), Salt (to taste), Chicken (364g), Semolina (332 g), Red Chili Powder (2 tsp)",6
RCP07203,Rezala,Bangladeshi,Rice Dishes,Roasted,Hard,55,103,158,4,Very Hot,Breakfast,False,False,False,True,3.6,3446,327,12.2,2024-08-19,True,False,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Paneer (808g), Cloves (2 tsp), Vinegar (2 tbsp), Bell Pepper (1 medium), Carrot (2 medium), Mutton (2 tbsp), Yogurt (131 ml), Coriander (1 tsp), Basmati Rice (352 g), Sesame Seeds (2 tbsp), Paneer (1 tbsp), Curry Leaves (4 tbsp), Raisins (2 tbsp), Bay Leaf (2 tsp), Fenugreek Leaves (1 tbsp), Curry Leaves (2 tbsp)",19
RCP07204,Bangladeshi Rice Dishes Special 106,Bangladeshi,Rice Dishes,Baked,Medium,29,35,64,5,Mild,Lunch,False,True,True,True,4.5,4553,375,9.77,2023-07-13,True,False,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Mutton (457g), Butter (264 ml), Curry Leaves (2 tbsp), Semolina (375 g), Vinegar (1 tbsp)",8
RCP07205,Hilsa Fish Curry,Bangladeshi,Rice Dishes,Grilled,Medium,17,102,119,5,Medium,Dinner,False,False,False,True,4.5,3752,182,11.55,2023-04-24,True,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Beef (736g), Mustard Seeds (3 tbsp), Curry Leaves (4 tbsp), Oil (4 tbsp), Semolina (455 g)",8
RCP07206,Hilsa Fish Curry,Bangladeshi,Rice Dishes,Fried,Medium,28,151,179,3,Mild,Lunch,True,False,False,True,3.9,3386,664,19.67,2024-10-01,True,True,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Eggs (461g), Black Pepper (2 tsp), Milk (302 ml), Fresh Coriander (2 tbsp), Coconut Milk (2 tbsp), Basmati Rice (310 g)",9
RCP07207,Rezala,Bangladeshi,Rice Dishes,Steamed,Easy,41,52,93,5,Very Hot,Lunch,False,False,True,True,3.9,2103,752,11.37,2023-05-29,False,False,"Onion (2 medium), Garlic (6 cloves), Salt (to taste), Chicken (693g), Cinnamon (2 tsp)",5
RCP07208,Mishti Doi,Bangladeshi,Rice Dishes,Steamed,Easy,49,159,208,4,Medium,Dessert,False,False,False,True,4.7,1560,522,12.22,2025-06-02,True,False,"Onion (1 medium), Garlic (4 cloves), Salt (to taste), Chicken (736g), Bell Pepper (2 medium), Mustard Seeds (1 tbsp), Tamarind Paste (2 tbsp)",7
RCP07209,Hilsa Fish Curry,Bangladeshi,Rice Dishes,Slow-cooked,Medium,26,40,66,7,Medium,Beverage,False,False,False,True,4.3,4766,318,2.64,2023-02-26,True,False,"Onion (2 medium), Garlic (4 cloves), Salt (to taste), Tofu (643g), Oil (2 tbsp), Beef (3 tbsp), Garam Masala (1 tsp), Fenugreek Leaves (4 tbsp), Sugar (2 tbsp), Carrot (2 medium), Yogurt (223 ml), Semolina (264 g), Lemon Juice (1 tbsp), Fresh Coriander (1 tbsp)",14
RCP07210,Mishti Doi,Bangladeshi,Rice Dishes,Slow-cooked,Easy,36,61,97,2,Hot,Dinner,True,False,False,True,4.5,3820,556,4.43,2024-01-16,False,False,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Chickpeas (332g), Bay Leaf (2 tsp), Water (4 tbsp), Coconut Milk (3 tbsp)",7
RCP07211,Chomchom,Bangladeshi,Rice Dishes,Slow-cooked,Easy,18,132,150,4,Medium,Dinner,False,True,False,True,4.4,316,323,7.66,2024-08-30,True,False,"Onion (3 medium), Garlic (5 cloves), Salt (to taste), Tofu (569g), Cardamom (1 tsp), Cinnamon (1 tsp), Fenugreek Leaves (2 tbsp), Cloves (2 tsp)",8
RCP07212,Bangladeshi Rice Dishes Special 114,Bangladeshi,Rice Dishes,Boiled,Medium,53,102,155,5,Hot,Dinner,False,False,False,True,4.5,767,640,18.43,2024-01-25,False,False,"Onion (1 medium), Garlic (8 cloves), Salt (to taste), Fish (733g), Semolina (322 g), Ghee (330 ml), Lemon Juice (3 tbsp), Cinnamon (2 tsp)",8
RCP07213,Bangladeshi Rice Dishes Special 115,Bangladeshi,Rice Dishes,Slow-cooked,Hard,53,150,203,7,Hot,Dinner,True,False,False,True,4.2,4364,388,20.87,2025-01-24,False,True,"Onion (1 medium), Garlic (5 cloves), Salt (to taste), Chickpeas (354g), Yogurt (166 ml), Butter (274 ml), Paneer (3 tbsp), Carrot (2 medium), Coconut Milk (2 tbsp), Butter (472 ml), Cardamom (1 tsp), Spinach (2 medium), Mutton (3 tbsp), Red Chili Powder (1 tsp), Butter (364 ml), Cashews (4 tbsp), Chickpea Flour (340 g)",17
RCP07214,Rezala,Bangladeshi,Rice Dishes,Grilled,Medium,59,91,150,5,Mild,Dessert,True,False,False,True,4.2,2255,303,21.49,2023-11-27,True,False,"Onion (1 medium), Garlic (3 cloves), Salt (to taste), Eggs (323g), Yogurt (321 ml), Milk (308 ml), Mutton (1 tbsp), Beef (1 tbsp), Wheat Flour (415 g), Mutton (1 tbsp), Lemon Juice (2 tbsp), Chickpea Flour (234 g)",12
RCP07215,Bangladeshi Rice Dishes Special 117,Bangladeshi,Rice Dishes,Slow-cooked,Hard,26,23,49,5,Hot,Dessert,True,False,True,True,4.9,4861,370,9.25,2025-12-06,False,False,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Chickpeas (375g), Wheat Flour (327 g), Basmati Rice (455 g), Bay Leaf (2 tsp), Tamarind Paste (1 tbsp), Cream (207 ml), Coconut Milk (3 tbsp), Tamarind Paste (4 tbsp), Water (3 tbsp), Curry Leaves (3 tbsp), Onion (2 medium)",14
RCP07216,Rezala,Bangladeshi,Rice Dishes,Baked,Easy,55,105,160,2,Medium,Dessert,True,False,False,True,4.6,4159,713,3.79,2023-08-15,True,False,"Onion (1 medium), Garlic (9 cloves), Salt (to taste), Lentils (Dal) (245g), Butter (214 ml), Butter (175 ml), Wheat Flour (368 g)",7
RCP07217,Bangladeshi Rice Dishes Special 119,Bangladeshi,Rice Dishes,Baked,Hard,43,114,157,2,Hot,Beverage,False,False,False,True,3.9,216,784,22.57,2023-12-27,True,True,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Fish (332g), Salt (3 tbsp), Raisins (4 tbsp), Semolina (427 g), Onion (2 medium), Onion (1 medium), Lentils (Dal) (3 tbsp), Vinegar (1 tbsp), Coconut Milk (4 tbsp)",12
RCP07218,Bhuna Khichuri,Bangladeshi,Rice Dishes,Baked,Medium,46,19,65,2,Medium,Dessert,False,False,False,True,4.2,1927,545,19.49,2025-06-23,True,False,"Onion (3 medium), Garlic (3 cloves), Salt (to taste), Fish (878g), Fresh Coriander (1 tbsp), Oil (1 tbsp), Coriander (1 tsp), Fresh Coriander (2 tbsp)",8
RCP07219,Mishti Doi,Bangladeshi,Rice Dishes,Pressure-cooked,Medium,51,110,161,5,Hot,Beverage,True,False,False,True,3.9,1963,299,15.4,2025-05-27,True,False,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Lentils (Dal) (268g), Onion (1 medium), Curry Leaves (4 tbsp), Oil (4 tbsp), Yogurt (374 ml), Fenugreek Leaves (3 tbsp)",9
RCP07220,Shorshe Ilish,Bangladeshi,Rice Dishes,Fried,Medium,44,148,192,6,Medium,Snack,False,False,False,True,3.5,1350,284,18.81,2023-02-20,False,False,"Onion (3 medium), Garlic (9 cloves), Salt (to taste), Fish (653g), Mustard Seeds (4 tbsp), Butter (168 ml), Beef (1 tbsp), Lemon Juice (1 tbsp), Wheat Flour (417 g)",9
RCP07221,Bangladeshi Rice Dishes Special 123,Bangladeshi,Rice Dishes,Pressure-cooked,Easy,59,48,107,6,Mild,Dessert,False,False,False,True,4.7,448,707,15.33,2025-05-18,True,False,"Onion (2 medium), Garlic (9 cloves), Salt (to taste), Shrimp (433g), Spinach (2 medium), Raisins (2 tbsp), Green Chili (2 medium), Semolina (325 g), Yogurt (102 ml)",9
RCP07222,Bangladeshi Rice Dishes Special 124,Bangladeshi,Rice Dishes,Boiled,Medium,38,174,212,3,Mild,Lunch,False,False,False,True,4.2,2283,679,24.82,2026-01-01,True,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Fish (970g), Bell Pepper (1 medium), Mint Leaves (4 tbsp), Beef (2 tbsp), Coriander (1 tsp), Cumin (1 tsp), Mint Leaves (2 tbsp), Semolina (412 g), Peas (1 medium), Water (3 tbsp), Ginger (1 medium)",14
RCP07223,Hilsa Fish Curry,Bangladeshi,Rice Dishes,Slow-cooked,Easy,38,21,59,5,Medium,Lunch,False,False,False,True,4.9,62,726,2.22,2024-07-14,False,False,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Mutton (399g), Sugar (3 tbsp)",5
RCP07224,Hilsa Fish Curry,Bangladeshi,Rice Dishes,Pressure-cooked,Medium,33,117,150,2,Medium,Lunch,True,False,False,True,4.2,3232,161,3.42,2024-09-24,False,True,"Onion (1 medium), Garlic (3 cloves), Salt (to taste), Lentils (Dal) (270g), Basmati Rice (460 g), Coconut Milk (4 tbsp), Tomato (1 medium), Sesame Seeds (4 tbsp), Raisins (1 tbsp), Vinegar (3 tbsp), Coconut Milk (3 tbsp), Tamarind Paste (2 tbsp), Sugar (1 tbsp), Vinegar (2 tbsp)",14
RCP07225,Kacchi Biryani,Bangladeshi,Rice Dishes,Grilled,Easy,15,36,51,7,Medium,Dessert,False,True,True,True,3.6,1304,304,20.15,2025-09-05,False,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Shrimp (691g), Coriander (2 tsp)",5
RCP07226,Pitha,Bangladeshi,Rice Dishes,Slow-cooked,Medium,57,44,101,6,Hot,Snack,False,False,False,True,4.7,3812,543,14.65,2025-11-04,True,False,"Onion (3 medium), Garlic (4 cloves), Salt (to taste), Tofu (376g), Garam Masala (2 tsp), Semolina (319 g), Mutton (4 tbsp), Ghee (247 ml), Fish (3 tbsp), Butter (116 ml)",10
RCP07227,Shorshe Ilish,Bangladeshi,Rice Dishes,Slow-cooked,Hard,27,171,198,4,Medium,Breakfast,False,False,False,True,3.5,159,755,16.23,2025-10-02,True,True,"Onion (2 medium), Garlic (7 cloves), Salt (to taste), Fish (366g), Fresh Coriander (3 tbsp), Black Pepper (2 tsp), Wheat Flour (253 g), Milk (498 ml), Fresh Coriander (3 tbsp), Chickpeas (1 tbsp), Curry Leaves (1 tbsp), Fenugreek Leaves (2 tbsp), All-Purpose Flour (381 g), Eggs (1 tbsp), Black Pepper (2 tsp)",15
RCP07228,Kacchi Biryani,Bangladeshi,Rice Dishes,Pressure-cooked,Medium,26,110,136,6,Very Hot,Dinner,True,False,False,True,4.0,2392,169,4.98,2024-05-21,False,False,"Onion (1 medium), Garlic (7 cloves), Salt (to taste), Eggs (344g), Carrot (1 medium), Curry Leaves (3 tbsp), Chickpea Flour (234 g), Vinegar (1 tbsp), Coconut Milk (2 tbsp), Semolina (240 g), Ghee (385 ml)",11
RCP07229,Mishti Doi,Bangladeshi,Rice Dishes,Baked,Hard,27,33,60,4,Hot,Snack,False,False,False,True,4.5,1387,186,17.02,2025-02-01,False,False,"Onion (3 medium), Garlic (6 cloves), Salt (to taste), Fish (881g), Lemon Juice (2 tbsp), Mutton (1 tbsp), Paneer (361 ml), Coriander (2 tsp), Tamarind Paste (2 tbsp), Tomato (1 medium), Raisins (4 tbsp), Curry Leaves (3 tbsp), Cream (414 ml), Semolina (365 g)",14
RCP07230,Bangladeshi Rice Dishes Special 132,Bangladeshi,Rice Dishes,Grilled,Hard,31,136,167,5,Hot,Lunch,False,False,False,True,4.4,815,257,12.22,2023-07-13,False,False,"Onion (1 medium), Garlic (4 cloves), Salt (to taste), Mutton (846g), Curry Leaves (4 tbsp), Semolina (222 g), Cashews (1 tbsp), Fresh Coriander (1 tbsp), Fresh Coriander (2 tbsp), Basmati Rice (324 g), Eggs (1 tbsp), Sesame Seeds (3 tbsp), Cardamom (2 tsp), Cauliflower (2 medium), Raisins (3 tbsp)",15
RCP07231,Pitha,Bangladeshi,Rice Dishes,Baked,Easy,57,83,140,2,Medium,Breakfast,False,False,False,True,4.2,4366,319,13.32,2024-07-06,True,False,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Shrimp (827g), Spinach (1 medium), Fenugreek Leaves (2 tbsp), Tamarind Paste (3 tbsp), Vinegar (2 tbsp), Green Chili (2 medium)",9
RCP07232,Shorshe Ilish,Bangladeshi,Rice Dishes,Steamed,Easy,57,115,172,7,Medium,Snack,False,False,False,True,4.5,4156,530,17.95,2024-09-29,True,False,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Chicken (545g), Semolina (366 g), Garlic (2 medium)",6
RCP07233,Shorshe Ilish,Bangladeshi,Rice Dishes,Roasted,Medium,49,85,134,5,Medium,Dinner,False,False,False,True,4.7,3498,161,18.07,2024-10-05,True,False,"Onion (1 medium), Garlic (5 cloves), Salt (to taste), Shrimp (340g), Bay Leaf (1 tsp), Lemon Juice (2 tbsp), Cumin (1 tsp), Raisins (4 tbsp), Vinegar (1 tbsp), Vinegar (3 tbsp)",10
RCP07234,Hilsa Fish Curry,Bangladeshi,Rice Dishes,Roasted,Easy,40,159,199,2,Very Hot,Snack,True,False,False,True,3.9,3173,520,6.52,2024-05-17,False,True,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Lentils (Dal) (364g), Wheat Flour (390 g), Mustard Seeds (3 tbsp), Lentils (Dal) (4 tbsp)",7
RCP07235,Rezala,Bangladeshi,Rice Dishes,Pressure-cooked,Easy,15,169,184,2,Medium,Snack,False,True,False,True,4.0,868,434,22.37,2023-05-22,True,True,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Chicken (587g), Bell Pepper (1 medium), Red Chili Powder (2 tsp)",6
RCP07236,Hilsa Fish Curry,Bangladeshi,Rice Dishes,Grilled,Hard,34,134,168,7,Medium,Dinner,False,False,False,True,3.8,2605,325,8.83,2025-09-08,True,False,"Onion (2 medium), Garlic (9 cloves), Salt (to taste), Chicken (362g), Spinach (1 medium), Milk (336 ml), Onion (2 medium), Tofu (2 tbsp), Mint Leaves (2 tbsp), Ginger (1 medium), Peas (2 medium), Red Chili Powder (2 tsp), Carrot (1 medium), Garam Masala (2 tsp), Turmeric (2 tsp), Sugar (1 tbsp), Yogurt (242 ml), Salt (1 tbsp), Cashews (2 tbsp)",19
RCP07237,Bangladeshi Rice Dishes Special 139,Bangladeshi,Rice Dishes,Fried,Medium,40,99,139,2,Very Hot,Dessert,False,False,False,True,4.8,2870,447,19.14,2024-06-05,False,True,"Onion (1 medium), Garlic (6 cloves), Salt (to taste), Tofu (683g), Chicken (4 tbsp), Salt (1 tbsp), Fish (4 tbsp), Beef (1 tbsp)",8
RCP07238,Pitha,Bangladeshi,Rice Dishes,Steamed,Medium,49,48,97,3,Medium,Dessert,False,False,False,True,3.6,4386,234,2.64,2024-04-17,True,False,"Onion (1 medium), Garlic (9 cloves), Salt (to taste), Fish (438g), Sesame Seeds (2 tbsp), Milk (101 ml), Semolina (343 g), Coconut Milk (1 tbsp), Butter (225 ml), Milk (472 ml), Butter (492 ml), Fresh Coriander (4 tbsp), Green Chili (1 medium)",13
RCP07239,Hilsa Fish Curry,Bangladeshi,Rice Dishes,Grilled,Hard,42,76,118,4,Hot,Snack,True,False,False,True,3.7,1392,566,20.45,2024-09-10,False,False,"Onion (2 medium), Garlic (5 cloves), Salt (to taste), Lentils (Dal) (258g), Turmeric (1 tsp), Wheat Flour (317 g), All-Purpose Flour (420 g), Chicken (3 tbsp), Cardamom (2 tsp), Ghee (352 ml), Chickpea Flour (281 g), Turmeric (2 tsp), Shrimp (2 tbsp), Tamarind Paste (1 tbsp)",14
RCP07240,Mishti Doi,Bangladeshi,Rice Dishes,Fried,Medium,20,106,126,5,Very Hot,Dessert,False,False,False,True,4.0,3256,667,17.42,2023-11-25,False,True,"Onion (2 medium), Garlic (3 cloves), Salt (to taste), Fish (403g), Oil (1 tbsp), Cardamom (1 tsp), Tamarind Paste (1 tbsp), Raisins (4 tbsp), Mint Leaves (3 tbsp), Tofu (4 tbsp)",10
RCP07241,Pitha,Bangladeshi,Rice Dishes,Roasted,Easy,20,106,126,6,Medium,Beverage,False,False,False,True,4.9,4203,568,18.44,2024-04-29,True,False,"Onion (1 medium), Garlic (4 cloves), Salt (to taste), Fish (355g), Oil (2 tbsp)",5
